0.000000000000000000e+00 2.828427124746190291e+00
8.900000000000000000e+01 9.299746528758073838e-01
1.790000000000000000e+02 4.898687145853411473e-01
2.680000000000000000e+02 3.034812438226731635e-01
3.580000000000000000e+02 1.963352435340485758e-01
4.470000000000000000e+02 1.307078657104408237e-01
5.370000000000000000e+02 8.781980146777940144e-02
6.260000000000000000e+02 5.976382497274329575e-02
7.160000000000000000e+02 4.071562445723087703e-02
8.050000000000000000e+02 2.795553842664580749e-02
8.950000000000000000e+02 1.915905607189097998e-02
9.840000000000000000e+02 1.320671075279403195e-02
1.074000000000000000e+03 9.075583159380918100e-03
1.163000000000000000e+03 6.267374678143632430e-03
1.253000000000000000e+03 4.312335140092830171e-03
1.342000000000000000e+03 2.980537862390637317e-03
1.432000000000000000e+03 2.052009703311192309e-03
1.521000000000000000e+03 1.418851907118947719e-03
1.611000000000000000e+03 9.771114954814402905e-04
1.700000000000000000e+03 6.757485582862676884e-04
1.790000000000000000e+03 4.654256482190378508e-04
1.879000000000000000e+03 3.219074039293268012e-04
1.969000000000000000e+03 2.217296729965787308e-04
2.058000000000000000e+03 1.533639715290102917e-04
2.148000000000000000e+03 1.056402383968798041e-04
2.237000000000000000e+03 7.306979577186862175e-05
2.327000000000000000e+03 5.033269625246242793e-05
2.416000000000000000e+03 3.481472745140709791e-05
2.506000000000000000e+03 2.398160755553215570e-05
2.595000000000000000e+03 1.658796599357622892e-05
2.685000000000000000e+03 1.142641130787866457e-05
2.774000000000000000e+03 7.903613048768010619e-06
2.864000000000000000e+03 5.444312744863644295e-06
2.953000000000000000e+03 3.765818154095137902e-06
3.043000000000000000e+03 2.594042364476860073e-06
3.132000000000000000e+03 1.794293829465214928e-06
3.222000000000000000e+03 1.235979975657260505e-06
3.311000000000000000e+03 8.549250466458498858e-07
3.401000000000000000e+03 5.889060094523458477e-07
3.490000000000000000e+03 4.073452392166816613e-07
3.580000000000000000e+03 2.805954478450698020e-07
3.669000000000000000e+03 1.940873792277323596e-07
3.759000000000000000e+03 1.336950448408475764e-07
3.848000000000000000e+03 9.247663424843376814e-08
3.938000000000000000e+03 6.370155208054388622e-08
4.027000000000000000e+03 4.406224955373664322e-08
4.117000000000000000e+03 3.035181354561078978e-08
4.206000000000000000e+03 2.099429343617919269e-08
4.296000000000000000e+03 1.446169437815290031e-08
4.386000000000000000e+03 9.961785202150415966e-09
