0.000000000000000000e+00 2.828427124746190291e+00
1.560000000000000000e+02 2.090586223780342756e+00
3.120000000000000000e+02 1.692988840965760078e+00
4.680000000000000000e+02 1.340336641605517798e+00
6.240000000000000000e+02 1.035444209475024246e+00
7.800000000000000000e+02 7.796548312857178864e-01
9.360000000000000000e+02 5.722050185787077581e-01
1.092000000000000000e+03 4.099052111229398720e-01
1.248000000000000000e+03 2.873836475702099547e-01
1.405000000000000000e+03 1.974059353339724654e-01
1.561000000000000000e+03 1.340014766591472728e-01
1.717000000000000000e+03 8.999653066669215107e-02
1.873000000000000000e+03 5.997819615080946659e-02
2.029000000000000000e+03 3.975682312962579290e-02
2.185000000000000000e+03 2.625528431091612644e-02
2.341000000000000000e+03 1.729540238958721804e-02
2.497000000000000000e+03 1.137402763584544410e-02
2.654000000000000000e+03 7.451460473720610510e-03
2.810000000000000000e+03 4.891215559054720025e-03
2.966000000000000000e+03 3.209083365828727281e-03
3.122000000000000000e+03 2.104777556225306649e-03
3.278000000000000000e+03 1.380193774582666498e-03
3.434000000000000000e+03 9.049278345647950158e-04
3.590000000000000000e+03 5.932646497002596600e-04
3.746000000000000000e+03 3.889172247036059996e-04
3.903000000000000000e+03 2.542571760445047949e-04
4.059000000000000000e+03 1.666686186936900814e-04
4.215000000000000000e+03 1.092514461530190580e-04
4.371000000000000000e+03 7.161364747841263503e-05
4.527000000000000000e+03 4.694196598803193859e-05
4.683000000000000000e+03 3.076980257427280386e-05
4.839000000000000000e+03 2.016911326529460387e-05
4.995000000000000000e+03 1.322050428418118434e-05
5.152000000000000000e+03 8.642368232250568865e-06
5.308000000000000000e+03 5.664910177931584340e-06
5.464000000000000000e+03 3.713240192567664942e-06
5.620000000000000000e+03 2.433956962823275641e-06
5.776000000000000000e+03 1.595411217571394170e-06
5.932000000000000000e+03 1.045760697467709414e-06
6.088000000000000000e+03 6.854755112922954425e-07
6.244000000000000000e+03 4.493156451711123359e-07
6.401000000000000000e+03 2.937211565706780425e-07
6.557000000000000000e+03 1.925283941076893487e-07
6.713000000000000000e+03 1.261985439478253025e-07
6.869000000000000000e+03 8.272064493829315947e-08
7.025000000000000000e+03 5.422173738470627725e-08
7.181000000000000000e+03 3.554127738785827852e-08
7.337000000000000000e+03 2.329660692056208762e-08
7.493000000000000000e+03 1.527046141493895657e-08
7.650000000000000000e+03 9.982421273803631661e-09
