0.000000000000000000e+00 2.828427124746190291e+00
3.700000000000000000e+01 8.641056885020295120e-01
7.400000000000000000e+01 5.037525113157810264e-01
1.120000000000000000e+02 2.843553118898450860e-01
1.490000000000000000e+02 1.737917405264757797e-01
1.870000000000000000e+02 1.107180568340477983e-01
2.240000000000000000e+02 7.371382475357915465e-02
2.620000000000000000e+02 4.944230838073149920e-02
2.990000000000000000e+02 3.385487584506612774e-02
3.360000000000000000e+02 2.331933920348205208e-02
3.740000000000000000e+02 1.596237067320967901e-02
4.110000000000000000e+02 1.106248565581687340e-02
4.490000000000000000e+02 7.603422722741006237e-03
4.860000000000000000e+02 5.283390341057259479e-03
5.240000000000000000e+02 3.638018081155636706e-03
5.610000000000000000e+02 2.531021488918456554e-03
5.980000000000000000e+02 1.761458114725424724e-03
6.360000000000000000e+02 1.214223599944205161e-03
6.730000000000000000e+02 8.453709925417895532e-04
7.110000000000000000e+02 5.829024180687383165e-04
7.480000000000000000e+02 4.059071931657997094e-04
7.860000000000000000e+02 2.799198571621944686e-04
8.230000000000000000e+02 1.949413561101962520e-04
8.600000000000000000e+02 1.357642096567342714e-04
8.980000000000000000e+02 9.363282624100896132e-05
9.350000000000000000e+02 6.521126116282575014e-05
9.730000000000000000e+02 4.497537568386230381e-05
1.010000000000000000e+03 3.132388224320604005e-05
1.048000000000000000e+03 2.160390603086712882e-05
1.085000000000000000e+03 1.504652100281115646e-05
1.122000000000000000e+03 1.047950484328163601e-05
1.160000000000000000e+03 7.227701775801399512e-06
1.197000000000000000e+03 5.033915323064207627e-06
1.235000000000000000e+03 3.471891065747672853e-06
1.272000000000000000e+03 2.418088879389558690e-06
1.310000000000000000e+03 1.667757074272950094e-06
1.347000000000000000e+03 1.161553438279073533e-06
1.384000000000000000e+03 8.089946800675473599e-07
1.422000000000000000e+03 5.579643051903849492e-07
1.459000000000000000e+03 3.886091019698865050e-07
1.497000000000000000e+03 2.680240594940365663e-07
1.534000000000000000e+03 1.866725084510165186e-07
1.572000000000000000e+03 1.287482108567428068e-07
1.609000000000000000e+03 8.967013315953166855e-08
1.646000000000000000e+03 6.245316012956521175e-08
1.684000000000000000e+03 4.307400800057548114e-08
1.721000000000000000e+03 3.000004891939762492e-08
1.759000000000000000e+03 2.069106584366008588e-08
1.796000000000000000e+03 1.441085077155514757e-08
1.834000000000000000e+03 9.939178096961227336e-09
