1.000000000000000000e+00 1.000000000000000000e+00
9.000000000000000222e-01 1.060000000000000053e+00
7.920000000000001483e-01 1.103466666666666818e+00
6.784800000000000830e-01 1.130192000000000085e+00
5.619532800000001105e-01 1.140378112000000055e+00
4.448980480000000459e-01 1.134615432533333523e+00
3.296928241371429036e-01 1.113850692169142897e+00
2.185573499903999406e-01 1.079346051420160046e+00
1.135005686278825893e-01 1.032630966493002012e+00
1.627693779635395327e-02 9.754485426092245337e-01
-7.164797338680997663e-02 9.096982243270520518e-01
-1.491219833978687237e-01 8.373767073948986672e-01
-2.155137153685119378e-01 7.558201356435566565e-01
-2.683359036136118148e-01 6.674628055609032051e-01
-3.055222689476265741e-01 5.761947048076141442e-01
-3.260477008327644088e-01 4.861981267099122483e-01
-3.339966049107611079e-01 4.033960994330271221e-01
-3.308241159023455613e-01 3.287653581273530801e-01
-3.180912863256674106e-01 2.630335484840484739e-01
-2.974303494557027361e-01 2.066664723660014968e-01
-2.705056163459547691e-01 1.598662667413340288e-01
-2.389727876484382674e-01 1.225792087566346389e-01
-2.044389091948619064e-01 9.451186206250239419e-02
-1.684247725690135589e-01 7.515424695010763934e-02
-1.323311996681532654e-01 6.380867088734040737e-02
-9.741032349336628537e-02 5.962282076632544753e-02
-6.464261990977267225e-02 6.338930946845164338e-02
-7.098155085661783659e-02 5.438947509873631042e-02
-7.612050388750095375e-02 4.502444110249310266e-02
-8.000469905844284635e-02 3.549611614470801063e-02
-8.269459550711832918e-02 2.486919063388685208e-02
-8.374425773564213304e-02 1.375736141145066614e-02
-8.290135403248861945e-02 2.840949440769386432e-03
-8.012824627299508506e-02 -7.301790780811664300e-03
-7.623136307490280261e-02 -1.584383546479222957e-02
-7.143025265769625820e-02 -2.290515561828688346e-02
-6.593012527998655392e-02 -2.856691654574508230e-02
-5.992694370155634415e-02 -3.289930133820622576e-02
-5.360801261126495187e-02 -3.597546897362277618e-02
-4.715050766817774353e-02 -3.787825619381295777e-02
-4.071914351675168936e-02 -3.870276708311817804e-02
-3.446362589008652305e-02 -3.855648508105313094e-02
-2.851626027773397978e-02 -3.755783577887900071e-02
-2.298994143404179541e-02 -3.583377675141817542e-02
-1.795605399210711134e-02 -3.328448599327610280e-02
-1.358351871790242603e-02 -3.004494698982967255e-02
-1.002661785751208894e-02 -2.633268553544120330e-02
-7.387701589956044944e-03 -2.239361120813651573e-02
-5.502838473189760292e-03 -1.858924977744427082e-02
-4.317603130302203641e-03 -1.501923955417175903e-02
