kkt_passes fraction_solved
14191.0 0.0026455026455026454
25133.0 0.005291005291005291
26779.0 0.007936507936507936
126779.0 0.007936507936507936
127776.0 0.010582010582010581
128669.0 0.013227513227513227
139892.0 0.015873015873015872
140095.0 0.018518518518518517
140464.0 0.021164021164021163
150942.0 0.023809523809523808
152361.0 0.026455026455026454
152860.0 0.0291005291005291
163982.0 0.031746031746031744
168670.0 0.03439153439153439
169931.0 0.037037037037037035
198418.0 0.03968253968253968
298418.0 0.03968253968253968
298670.0 0.042328042328042326
352233.0 0.04497354497354497
357542.0 0.047619047619047616
357542.0 0.05026455026455026
362081.0 0.05291005291005291
362444.0 0.05555555555555555
363934.0 0.0582010582010582
363934.0 0.06084656084656084
369593.0 0.06349206349206349
469593.0 0.06349206349206349
523226.0 0.06613756613756613
524271.0 0.06878306878306878
525013.0 0.07142857142857142
625013.0 0.07142857142857142
634310.0 0.07407407407407407
637984.0 0.07671957671957672
638735.0 0.07936507936507936
643939.0 0.082010582010582
645422.0 0.08465608465608465
705266.0 0.0873015873015873
708598.0 0.08994708994708994
710219.0 0.09259259259259259
810219.0 0.09259259259259259
810219.0 0.09523809523809523
813760.0 0.09788359788359788
815784.0 0.10052910052910052
915784.0 0.10052910052910052
917913.0 0.10317460317460317
934612.0 0.10582010582010581
935266.0 0.10846560846560846
936449.0 0.1111111111111111
937407.0 0.11375661375661375
937454.0 0.11375661375661375
1037454.0 0.11375661375661375
1070353.0 0.1164021164021164
1070563.0 0.11904761904761904
1072668.0 0.12169312169312169
1118310.0 0.12433862433862433
1218310.0 0.12433862433862433
1222963.0 0.12698412698412698
1226461.0 0.12962962962962962
1229681.0 0.13227513227513227
1249199.0 0.1349206349206349
1251517.0 0.13756613756613756
1251559.0 0.1402116402116402
1260813.0 0.14285714285714285
1264544.0 0.1455026455026455
1264905.0 0.14814814814814814
1264905.0 0.15079365079365079
1268915.0 0.15343915343915343
1271007.0 0.15608465608465608
1371007.0 0.15608465608465608
1371664.0 0.15873015873015872
1371878.0 0.16137566137566137
1372405.0 0.164021164021164
1376720.0 0.16666666666666666
1376720.0 0.1693121693121693
1377337.0 0.17195767195767195
1477337.0 0.17195767195767195
1484301.0 0.1746031746031746
1484301.0 0.17724867724867724
1489254.0 0.17989417989417988
1491324.0 0.18253968253968253
1491615.0 0.18518518518518517
1491985.0 0.18783068783068782
1492795.0 0.19047619047619047
1493091.0 0.1931216931216931
1493292.0 0.19576719576719576
1494750.0 0.1984126984126984
1496034.0 0.20105820105820105
1496557.0 0.2037037037037037
1496557.0 0.20634920634920634
1522601.0 0.20899470899470898
1523008.0 0.21164021164021163
1525470.0 0.21428571428571427
1625470.0 0.21428571428571427
1634441.0 0.21693121693121692
1634483.0 0.21957671957671956
1650635.0 0.2222222222222222
1653721.0 0.22486772486772486
1653826.0 0.2275132275132275
1670088.0 0.23015873015873015
1670088.0 0.2328042328042328
1676865.0 0.23544973544973544
1676907.0 0.23809523809523808
1678311.0 0.24074074074074073
1680174.0 0.24338624338624337
1682163.0 0.24603174603174602
1683716.0 0.24867724867724866
1696214.0 0.25132275132275134
1696575.0 0.25396825396825395
1720437.0 0.2566137566137566
1820437.0 0.2566137566137566
1828916.0 0.25925925925925924
1928916.0 0.25925925925925924
1943315.0 0.2619047619047619
1947131.0 0.26455026455026454
1949081.0 0.2671957671957672
1949364.0 0.2698412698412698
1953370.0 0.2724867724867725
1953370.0 0.2751322751322751
1954358.0 0.2777777777777778
2015467.0 0.2804232804232804
2020083.0 0.2830687830687831
2021229.0 0.2857142857142857
2021319.0 0.28835978835978837
2024132.0 0.291005291005291
2028950.0 0.29365079365079366
2032788.0 0.2962962962962963
2035049.0 0.29894179894179895
2036998.0 0.30158730158730157
2038711.0 0.30423280423280424
2039114.0 0.30687830687830686
2039517.0 0.30952380952380953
2040444.0 0.31216931216931215
2040487.0 0.3148148148148148
2040699.0 0.31746031746031744
2043762.0 0.3201058201058201
2046013.0 0.32275132275132273
2046741.0 0.3253968253968254
2048642.0 0.328042328042328
2049844.0 0.3306878306878307
2112739.0 0.3333333333333333
2212739.0 0.3333333333333333
2213020.0 0.335978835978836
2213181.0 0.3386243386243386
2224664.0 0.3412698412698413
2302316.0 0.3439153439153439
2304546.0 0.34656084656084657
2312956.0 0.3492063492063492
2315376.0 0.35185185185185186
2341213.0 0.3544973544973545
2341260.0 0.3544973544973545
2345166.0 0.35714285714285715
2359683.0 0.35978835978835977
2359683.0 0.36243386243386244
2360584.0 0.36507936507936506
2460584.0 0.36507936507936506
2461434.0 0.36772486772486773
2461986.0 0.37037037037037035
2471354.0 0.373015873015873
2473003.0 0.37566137566137564
2473627.0 0.3783068783068783
2477258.0 0.38095238095238093
2477258.0 0.3835978835978836
2478802.0 0.3862433862433862
2479592.0 0.3888888888888889
2481789.0 0.3915343915343915
2483117.0 0.3941798941798942
2508707.0 0.3968253968253968
2508835.0 0.3994708994708995
2509123.0 0.4021164021164021
2509225.0 0.40476190476190477
2510256.0 0.4074074074074074
2610256.0 0.4074074074074074
2616374.0 0.41005291005291006
2716374.0 0.41005291005291006
2718412.0 0.4126984126984127
2721526.0 0.41534391534391535
2722827.0 0.41798941798941797
2722909.0 0.42063492063492064
2724036.0 0.42328042328042326
2726105.0 0.42592592592592593
2826105.0 0.42592592592592593
2826307.0 0.42857142857142855
2826994.0 0.4312169312169312
2840412.0 0.43386243386243384
2841032.0 0.4365079365079365
2843651.0 0.43915343915343913
2847507.0 0.4417989417989418
2851533.0 0.4444444444444444
2856829.0 0.4470899470899471
