kkt_passes fraction_solved
99690.0 0.0026109660574412533
199690.0 0.0026109660574412533
209557.0 0.005221932114882507
309557.0 0.005221932114882507
314102.0 0.007832898172323759
362545.0 0.010443864229765013
383705.0 0.013054830287206266
384066.0 0.015665796344647518
384673.0 0.018276762402088774
484673.0 0.018276762402088774
488267.0 0.020887728459530026
489086.0 0.02349869451697128
500331.0 0.02610966057441253
506312.0 0.028720626631853787
527403.0 0.031331592689295036
627403.0 0.031331592689295036
727403.0 0.031331592689295036
728214.0 0.033942558746736295
828214.0 0.033942558746736295
835299.0 0.03655352480417755
844249.0 0.0391644908616188
871398.0 0.04177545691906005
872083.0 0.044386422976501305
873571.0 0.04699738903394256
874772.0 0.04960835509138381
964403.0 0.05221932114882506
1064403.0 0.05221932114882506
1118630.0 0.05483028720626632
1119433.0 0.057441253263707574
1120647.0 0.06005221932114883
1220647.0 0.06005221932114883
1320647.0 0.06005221932114883
1420647.0 0.06005221932114883
1421879.0 0.06266318537859007
1428713.0 0.06527415143603134
1430381.0 0.06788511749347259
1515176.0 0.07049608355091384
1521421.0 0.0731070496083551
1574799.0 0.07571801566579635
1674799.0 0.07571801566579635
1674799.0 0.0783289817232376
1681884.0 0.08093994778067885
1781884.0 0.08093994778067885
1881884.0 0.08093994778067885
1887049.0 0.0835509138381201
1912554.0 0.08616187989556136
1913321.0 0.08877284595300261
1915132.0 0.09138381201044386
1916915.0 0.09399477806788512
1916961.0 0.09399477806788512
2016961.0 0.09399477806788512
2116961.0 0.09399477806788512
2117165.0 0.09660574412532637
2142942.0 0.09921671018276762
2190046.0 0.10182767624020887
2290046.0 0.10182767624020887
2390046.0 0.10182767624020887
2395297.0 0.10443864229765012
2480183.0 0.10704960835509138
2506615.0 0.10966057441253264
2509878.0 0.1122715404699739
2510013.0 0.11488250652741515
2610013.0 0.11488250652741515
2710013.0 0.11488250652741515
2710734.0 0.1174934725848564
2710734.0 0.12010443864229765
2762095.0 0.1227154046997389
2764657.0 0.12532637075718014
2864657.0 0.12532637075718014
2869426.0 0.1279373368146214
2870110.0 0.13054830287206268
2870954.0 0.13315926892950392
2970954.0 0.13315926892950392
2974439.0 0.13577023498694518
2975405.0 0.13838120104438642
3075405.0 0.13838120104438642
3081862.0 0.1409921671018277
3081862.0 0.14360313315926893
3094709.0 0.1462140992167102
3108702.0 0.14882506527415143
3109225.0 0.1514360313315927
3109796.0 0.15404699738903394
3111160.0 0.1566579634464752
3111496.0 0.15926892950391644
3112017.0 0.1618798955613577
3118766.0 0.16449086161879894
3195582.0 0.1671018276762402
3196464.0 0.16971279373368145
3197708.0 0.17232375979112272
3297708.0 0.17232375979112272
3298392.0 0.17493472584856398
3319701.0 0.17754569190600522
3419701.0 0.17754569190600522
3519701.0 0.17754569190600522
3519803.0 0.1801566579634465
3581368.0 0.18276762402088773
3642652.0 0.185378590078329
3642777.0 0.18798955613577023
